OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1970-025RC","THORAD AGENA D DEB","42498","US","108.38","100.34","1286","1017","SMALL","0","1970-04-08",""
"1970-025RB","THORAD AGENA D DEB","42497","US","103.76","99.99","960","912","SMALL","0","1970-04-08",""
"1970-025RA","THORAD AGENA D DEB","42496","US","106.90","99.86","1123","1043","SMALL","0","1970-04-08",""
"1970-025QZ","THORAD AGENA D DEB","42495","US","106.27","100.00","1075","1033","SMALL","0","1970-04-08",""
"1970-025QY","THORAD AGENA D DEB","42494","US","106.03","100.03","1118","967","SMALL","0","1970-04-08",""
"1970-025QX","THORAD AGENA D DEB","42493","US","99.60","99.48","758","720","SMALL","0","1970-04-08",""
"1970-025QW","THORAD AGENA D DEB","42492","US","105.79","99.60","1035","1028","SMALL","0","1970-04-08",""
"1970-025QV","THORAD AGENA D DEB","42491","US","105.48","99.99","1027","1007","SMALL","0","1970-04-08",""
"1970-025QU","THORAD AGENA D DEB","42490","US","106.83","99.92","1168","992","SMALL","0","1970-04-08",""
"1989-006CR","ARIANE 2 DEB","42489","FR","654.47","9.51","35570","1614","MEDIUM","0","1989-01-27",""
"1989-006CQ","ARIANE 2 DEB","42488","FR","647.30","8.28","36024","794","MEDIUM","0","1989-01-27",""
"1989-006CP","ARIANE 2 DEB","42487","FR","649.46","8.49","35687","1241","SMALL","0","1989-01-27",""
"1989-006CN","ARIANE 2 DEB","42486","FR","655.96","10.01","35833","1427","SMALL","0","1989-01-27",""
"1989-006CM","ARIANE 2 DEB","42485","FR","661.08","8.34","35708","1811","SMALL","0","1989-01-27",""
"1989-006CL","ARIANE 2 DEB","42484","FR","623.65","10.14","35044","559","MEDIUM","0","1989-01-27",""
"1989-006CK","ARIANE 2 DEB","42483","FR","646.40","8.29","35684","1088","MEDIUM","0","1989-01-27",""
"1989-006CJ","ARIANE 2 DEB","42482","FR","619.98","9.95","34816","597","MEDIUM","0","1989-01-27",""
"2012-008AR","CZ-3C DEB","42481","PRC","641.31","22.27","35325","1187","MEDIUM","0","2012-02-24",""
"2012-008AQ","CZ-3C DEB","42480","PRC","644.33","21.08","35603","1064","MEDIUM","0","2012-02-24",""
"2012-008AP","CZ-3C DEB","42479","PRC","620.65","21.31","35034","414","SMALL","0","2012-02-24",""
"2012-008AN","CZ-3C DEB","42478","PRC","643.02","20.67","35032","1568","MEDIUM","0","2012-02-24",""
"2012-008AM","CZ-3C DEB","42477","PRC","592.25","20.13","33611","355","MEDIUM","0","2012-02-24",""
"2011-077AR","CZ-3B DEB","42476","PRC","766.33","26.23","41967","757","MEDIUM","0","2011-12-19",""
"2011-077AQ","CZ-3B DEB","42475","PRC","753.94","25.64","41384","739","MEDIUM","0","2011-12-19",""
"2011-077AP","CZ-3B DEB","42474","PRC","862.22","23.34","45249","2011","MEDIUM","0","2011-12-19",""
"2011-077AN","CZ-3B DEB","42473","PRC","851.04","23.87","44795","1945","MEDIUM","0","2011-12-19",""
"2011-077AM","CZ-3B DEB","42472","PRC","802.97","25.30","42849","1629","MEDIUM","0","2011-12-19",""
"2011-077AL","CZ-3B DEB","42471","PRC","761.82","25.53","41785","720","MEDIUM","0","2011-12-19",""
"2010-057BK","CZ-3C DEB","42470","PRC","551.16","21.44","31337","443","MEDIUM","0","2010-10-31",""
"2010-057BJ","CZ-3C DEB","42469","PRC","632.76","20.48","35673","400","MEDIUM","0","2010-10-31",""
"2010-057BH","CZ-3C DEB","42468","PRC","637.45","20.19","35809","505","SMALL","0","2010-10-31",""
"2010-057BG","CZ-3C DEB","42467","PRC","261.60","20.13","13918","424","MEDIUM","0","2010-10-31",""
"2010-057BF","CZ-3C DEB","42466","PRC","658.34","20.12","36749","632","SMALL","0","2010-10-31",""
"2010-042AG","CZ-3B DEB","42465","PRC","769.70","23.76","42186","700","SMALL","0","2010-09-04",""
"2010-042AF","CZ-3B DEB","42464","PRC","789.51","25.16","42772","1065","MEDIUM","0","2010-09-04",""
"2010-042AE","CZ-3B DEB","42463","PRC","755.89","24.68","41681","537","SMALL","0","2010-09-04",""
"2010-042AD","CZ-3B DEB","42462","PRC","713.50","23.70","39379","764","MEDIUM","0","2010-09-04",""
"2010-042AC","CZ-3B DEB","42461","PRC","808.08","23.42","43445","1275","MEDIUM","0","2010-09-04",""
"2010-042AB","CZ-3B DEB","42460","PRC","768.50","30.55","42265","563","MEDIUM","0","2010-09-04",""
"2010-042AA","CZ-3B DEB","42459","PRC","769.90","27.55","41703","1192","MEDIUM","0","2010-09-04",""
"2010-042Z","CZ-3B DEB","42458","PRC","794.46","30.56","43276","797","MEDIUM","0","2010-09-04",""
"1984-072T","METEOR 2-11 DEB","42457","CIS","103.94","82.53","956","934","SMALL","0","1984-07-05",""
"1984-072S","METEOR 2-11 DEB","42456","CIS","103.91","82.53","968","919","SMALL","0","1984-07-05",""
"1984-072R","METEOR 2-11 DEB","42455","CIS","103.87","82.53","948","935","SMALL","0","1984-07-05",""
"1984-072Q","METEOR 2-11 DEB","42454","CIS","103.72","82.52","950","919","SMALL","0","1984-07-05",""
"1984-072P","METEOR 2-11 DEB","42453","CIS","103.85","82.53","954","928","SMALL","0","1984-07-05",""
"1984-072N","METEOR 2-11 DEB","42452","CIS","103.87","82.53","955","928","SMALL","0","1984-07-05",""
"1983-044GM","COSMOS 1461 DEB","42451","CIS","95.45","64.99","586","495","SMALL","0","1983-05-07",""
"1983-044GL","COSMOS 1461 DEB","42450","CIS","94.03","64.97","500","443","SMALL","0","1983-05-07",""
"1983-044GK","COSMOS 1461 DEB","42449","CIS","94.30","64.99","514","456","SMALL","0","1983-05-07",""
"1983-044GJ","COSMOS 1461 DEB","42448","CIS","95.47","65.00","587","496","SMALL","0","1983-05-07",""
"1983-044GH","COSMOS 1461 DEB","42447","CIS","96.14","65.00","631","516","SMALL","0","1983-05-07",""
"1983-044GG","COSMOS 1461 DEB","42446","CIS","96.07","65.00","625","516","SMALL","0","1983-05-07",""
"1983-044GF","COSMOS 1461 DEB","42445","CIS","95.76","65.00","603","508","SMALL","0","1983-05-07",""
"1978-064U","SEASAT 1 DEB","42444","US","94.91","107.97","608","420","SMALL","0","1978-06-27",""
"1978-064T","SEASAT 1 DEB","42443","US","99.16","107.96","753","684","SMALL","0","1978-06-27",""
"1966-040BV","NIMBUS 2 DEB","42442","US","107.94","100.32","1177","1086","SMALL","0","1966-05-15",""
"1966-040BU","NIMBUS 2 DEB","42441","US","107.97","100.32","1169","1096","SMALL","0","1966-05-15",""
"1966-040BT","NIMBUS 2 DEB","42440","US","107.91","100.33","1177","1083","SMALL","0","1966-05-15",""
"1966-040BS","NIMBUS 2 DEB","42439","US","107.64","100.39","1151","1084","SMALL","0","1966-05-15",""
"1966-040BR","NIMBUS 2 DEB","42438","US","107.87","100.35","1164","1092","SMALL","0","1966-05-15",""
"1966-040BQ","NIMBUS 2 DEB","42437","US","107.81","100.34","1168","1083","SMALL","0","1966-05-15",""
"1966-040BP","NIMBUS 2 DEB","42436","US","107.77","100.37","1165","1083","SMALL","0","1966-05-15",""
"1966-040BN","NIMBUS 2 DEB","42435","US","107.91","100.32","1176","1084","SMALL","0","1966-05-15",""
"1998-067LF","ISS DEB","42434","ISS","92.18","51.64","385","378","MEDIUM","0","1998-11-20",""
"2017-017B","FALCON 9 R/B","42433","US","584.63","26.09","33315","249","LARGE","0","2017-03-30",""
"2017-017A","SES 10","42432","SES","1436.10","0.01","35796","35777","LARGE","0","2017-03-30",""
"2000-055UB","NOAA 16 DEB","42431","US","101.72","98.99","872","808","SMALL","0","2000-09-21",""
"2000-055UA","NOAA 16 DEB","42430","US","101.91","98.90","854","844","SMALL","0","2000-09-21",""
"2000-055TZ","NOAA 16 DEB","42429","US","102.44","98.89","903","845","SMALL","0","2000-09-21",""
"2000-055TY","NOAA 16 DEB","42428","US","101.57","98.90","852","814","SMALL","0","2000-09-21",""
"2000-055TX","NOAA 16 DEB","42427","US","100.68","98.86","848","733","SMALL","0","2000-09-21",""
"2000-055TW","NOAA 16 DEB","42426","US","102.14","98.79","872","848","SMALL","0","2000-09-21",""
"2000-055TV","NOAA 16 DEB","42425","US","102.44","98.89","897","851","SMALL","0","2000-09-21",""
"2000-055TU","NOAA 16 DEB","42424","US","101.63","99.01","856","816","SMALL","0","2000-09-21",""
"2000-055TT","NOAA 16 DEB","42423","US","102.16","98.95","883","838","SMALL","0","2000-09-21",""
"2000-055TS","NOAA 16 DEB","42422","US","101.88","98.90","858","837","SMALL","0","2000-09-21",""
"2000-055TR","NOAA 16 DEB","42421","US","103.40","98.88","992","846","SMALL","0","2000-09-21",""
"2000-055TQ","NOAA 16 DEB","42420","US","101.64","99.03","857","815","SMALL","0","2000-09-21",""
"2000-055TP","NOAA 16 DEB","42419","US","102.05","98.89","878","833","SMALL","0","2000-09-21",""
"2000-055TN","NOAA 16 DEB","42418","US","101.91","98.86","858","840","SMALL","0","2000-09-21",""
"2000-055TM","NOAA 16 DEB","42417","US","102.18","98.88","887","836","SMALL","0","2000-09-21",""
"2000-055TL","NOAA 16 DEB","42416","US","101.89","98.91","865","832","SMALL","0","2000-09-21",""
"2000-055TK","NOAA 16 DEB","42415","US","101.66","98.95","861","813","SMALL","0","2000-09-21",""
"2000-055TJ","NOAA 16 DEB","42414","US","101.29","99.05","831","808","SMALL","0","2000-09-21",""
"2000-055TH","NOAA 16 DEB","42413","US","101.48","98.89","849","808","SMALL","0","2000-09-21",""
"2000-055TG","NOAA 16 DEB","42412","US","101.73","98.81","853","828","SMALL","0","2000-09-21",""
"2000-055TF","NOAA 16 DEB","42411","US","101.24","98.87","847","788","SMALL","0","2000-09-21",""
"2000-055TE","NOAA 16 DEB","42410","US","101.36","98.83","855","792","SMALL","0","2000-09-21",""
"2000-055TD","NOAA 16 DEB","42409","US","101.24","98.80","853","782","SMALL","0","2000-09-21",""
"2000-055TC","NOAA 16 DEB","42408","US","102.31","98.91","885","850","SMALL","0","2000-09-21",""
"2000-055TB","NOAA 16 DEB","42407","US","102.07","99.00","874","840","SMALL","0","2000-09-21",""
"2000-055TA","NOAA 16 DEB","42406","US","101.84","98.87","858","833","SMALL","0","2000-09-21",""
"2000-055SZ","NOAA 16 DEB","42405","US","101.35","98.99","848","797","SMALL","0","2000-09-21",""
"2000-055SY","NOAA 16 DEB","42404","US","98.64","98.83","842","545","SMALL","0","2000-09-21",""
"2000-055SX","NOAA 16 DEB","42403","US","98.95","98.88","824","593","SMALL","0","2000-09-21",""
"2000-055SW","NOAA 16 DEB","42402","US","101.35","98.95","850","795","SMALL","0","2000-09-21",""
"2000-055SV","NOAA 16 DEB","42401","US","101.10","98.90","859","762","SMALL","0","2000-09-21",""
"2000-055SU","NOAA 16 DEB","42400","US","102.10","98.85","877","839","SMALL","0","2000-09-21",""
"2000-055ST","NOAA 16 DEB","42399","US","102.03","98.88","865","844","SMALL","0","2000-09-21",""
"2000-055SS","NOAA 16 DEB","42398","US","102.54","98.85","906","851","SMALL","0","2000-09-21",""
"2000-055SR","NOAA 16 DEB","42397","US","101.94","98.84","888","813","SMALL","0","2000-09-21",""
"2000-055SQ","NOAA 16 DEB","42396","US","101.31","98.82","850","791","SMALL","0","2000-09-21",""
"2000-055SP","NOAA 16 DEB","42395","US","101.62","98.93","857","813","SMALL","0","2000-09-21",""
"2000-055SN","NOAA 16 DEB","42394","US","101.27","98.91","856","781","SMALL","0","2000-09-21",""
"2000-055SM","NOAA 16 DEB","42393","US","102.73","98.99","932","844","SMALL","0","2000-09-21",""
"2000-055SL","NOAA 16 DEB","42392","US","101.56","98.96","847","818","SMALL","0","2000-09-21",""
"2000-055SK","NOAA 16 DEB","42391","US","101.52","99.02","847","814","SMALL","0","2000-09-21",""
"2000-055SJ","NOAA 16 DEB","42390","US","101.73","98.84","852","829","SMALL","0","2000-09-21",""
"2000-055SH","NOAA 16 DEB","42389","US","101.01","99.13","832","780","SMALL","0","2000-09-21",""
"2000-055SG","NOAA 16 DEB","42388","US","101.92","98.77","864","835","SMALL","0","2000-09-21",""
"2000-055SF","NOAA 16 DEB","42387","US","101.77","98.89","856","829","SMALL","0","2000-09-21",""
"2000-055SE","NOAA 16 DEB","42386","US","101.71","98.85","856","823","SMALL","0","2000-09-21",""
"2000-055SD","NOAA 16 DEB","42385","US","101.79","98.83","849","838","SMALL","0","2000-09-21",""
"2000-055SC","NOAA 16 DEB","42384","US","101.91","98.86","862","836","SMALL","0","2000-09-21",""
"2000-055SB","NOAA 16 DEB","42383","US","102.07","98.89","898","815","SMALL","0","2000-09-21",""
"2000-055SA","NOAA 16 DEB","42382","US","102.48","98.97","914","838","SMALL","0","2000-09-21",""
"2000-055RZ","NOAA 16 DEB","42381","US","101.07","99.01","842","776","SMALL","0","2000-09-21",""
"2000-055RY","NOAA 16 DEB","42380","US","101.20","98.86","848","782","SMALL","0","2000-09-21",""
"2000-055RX","NOAA 16 DEB","42379","US","101.50","98.92","868","791","SMALL","0","2000-09-21",""
"2000-055RW","NOAA 16 DEB","42378","US","101.54","98.87","849","814","SMALL","0","2000-09-21",""
"2000-055RV","NOAA 16 DEB","42377","US","101.49","99.08","853","805","SMALL","0","2000-09-21",""
"2000-055RU","NOAA 16 DEB","42376","US","103.96","98.85","1034","857","SMALL","0","2000-09-21",""
"2000-055RT","NOAA 16 DEB","42375","US","101.97","98.88","857","846","SMALL","0","2000-09-21",""
"2000-055RS","NOAA 16 DEB","42374","US","102.05","98.90","870","842","SMALL","0","2000-09-21",""
"2000-055RR","NOAA 16 DEB","42373","US","100.51","98.99","847","718","SMALL","0","2000-09-21",""
"2000-055RQ","NOAA 16 DEB","42372","US","101.90","98.93","858","839","SMALL","0","2000-09-21",""
"2000-055RP","NOAA 16 DEB","42371","US","101.24","99.05","853","781","SMALL","0","2000-09-21",""
"2000-055RN","NOAA 16 DEB","42370","US","103.17","98.89","992","826","SMALL","0","2000-09-21",""
"2000-055RM","NOAA 16 DEB","42369","US","101.84","98.89","853","839","SMALL","0","2000-09-21",""
"2000-055RL","NOAA 16 DEB","42368","US","102.09","98.91","868","847","SMALL","0","2000-09-21",""
"2000-055RK","NOAA 16 DEB","42367","US","102.32","98.94","891","846","SMALL","0","2000-09-21",""
"2000-055RJ","NOAA 16 DEB","42366","US","100.67","98.85","844","737","SMALL","0","2000-09-21",""
"2000-055RH","NOAA 16 DEB","42365","US","101.33","98.91","861","782","SMALL","0","2000-09-21",""
"2000-055RG","NOAA 16 DEB","42364","US","101.99","98.89","899","807","SMALL","0","2000-09-21",""
"2000-055RF","NOAA 16 DEB","42363","US","103.12","98.90","965","847","SMALL","0","2000-09-21",""
"2000-055RE","NOAA 16 DEB","42362","US","103.96","98.90","1042","850","SMALL","0","2000-09-21",""
"2000-055RD","NOAA 16 DEB","42361","US","102.43","98.87","939","808","SMALL","0","2000-09-21",""
"2000-055RC","NOAA 16 DEB","42360","US","101.43","98.89","888","765","SMALL","0","2000-09-21",""
"2000-055RB","NOAA 16 DEB","42359","US","101.60","98.92","849","820","SMALL","0","2000-09-21",""
"2000-055RA","NOAA 16 DEB","42358","US","102.12","98.92","901","817","SMALL","0","2000-09-21",""
"2000-055QZ","NOAA 16 DEB","42357","US","101.89","98.87","859","838","SMALL","0","2000-09-21",""
"2000-055QY","NOAA 16 DEB","42356","US","101.65","98.91","866","808","SMALL","0","2000-09-21",""
"2000-055QX","NOAA 16 DEB","42355","US","102.61","98.91","914","850","SMALL","0","2000-09-21",""
"2000-055QW","NOAA 16 DEB","42354","US","102.35","98.98","873","866","SMALL","0","2000-09-21",""
"2000-055QV","NOAA 16 DEB","42353","US","100.99","98.81","846","765","SMALL","0","2000-09-21",""
"2000-055QU","NOAA 16 DEB","42352","US","101.89","98.92","854","842","SMALL","0","2000-09-21",""
"2000-055QT","NOAA 16 DEB","42351","US","101.08","98.75","848","772","SMALL","0","2000-09-21",""
"2000-055QS","NOAA 16 DEB","42350","US","102.43","98.85","894","854","SMALL","0","2000-09-21",""
"2000-055QR","NOAA 16 DEB","42349","US","102.13","98.89","868","851","SMALL","0","2000-09-21",""
"2000-055QQ","NOAA 16 DEB","42348","US","102.95","98.83","956","840","SMALL","0","2000-09-21",""
"2000-055QP","NOAA 16 DEB","42347","US","101.35","98.89","861","784","SMALL","0","2000-09-21",""
"2000-055QN","NOAA 16 DEB","42346","US","100.90","99.06","846","757","SMALL","0","2000-09-21",""
"2000-055QM","NOAA 16 DEB","42345","US","101.29","98.76","856","783","SMALL","0","2000-09-21",""
"2000-055QL","NOAA 16 DEB","42344","US","101.29","98.79","853","786","SMALL","0","2000-09-21",""
"2000-055QK","NOAA 16 DEB","42343","US","101.81","99.00","890","798","SMALL","0","2000-09-21",""
"2000-055QJ","NOAA 16 DEB","42342","US","100.38","99.01","800","753","SMALL","0","2000-09-21",""
"2000-055QH","NOAA 16 DEB","42341","US","101.25","98.78","856","780","SMALL","0","2000-09-21",""
"2000-055QG","NOAA 16 DEB","42340","US","102.47","99.05","914","837","SMALL","0","2000-09-21",""
"2000-055QF","NOAA 16 DEB","42339","US","101.71","99.03","856","823","SMALL","0","2000-09-21",""
"2000-055QE","NOAA 16 DEB","42338","US","101.10","98.76","846","776","SMALL","0","2000-09-21",""
"2000-055QD","NOAA 16 DEB","42337","US","101.07","98.79","859","760","SMALL","0","2000-09-21",""
"2000-055QC","NOAA 16 DEB","42336","US","101.68","98.97","848","829","SMALL","0","2000-09-21",""
"2000-055QB","NOAA 16 DEB","42335","US","101.66","98.77","859","815","SMALL","0","2000-09-21",""
"2000-055QA","NOAA 16 DEB","42334","US","101.72","98.89","851","829","SMALL","0","2000-09-21",""
"2000-055PZ","NOAA 16 DEB","42333","US","102.26","99.01","882","849","SMALL","0","2000-09-21",""
"2000-055PY","NOAA 16 DEB","42332","US","101.69","99.07","868","809","SMALL","0","2000-09-21",""
"1995-015JZ","DMSP 5D-2 F13 DEB","42331","US","101.33","98.77","831","812","SMALL","0","1995-03-24",""
"1995-015JY","DMSP 5D-2 F13 DEB","42330","US","101.16","98.76","828","799","SMALL","0","1995-03-24",""
"1995-015JX","DMSP 5D-2 F13 DEB","42329","US","100.24","98.67","824","715","SMALL","0","1995-03-24",""
"1995-015JW","DMSP 5D-2 F13 DEB","42328","US","102.03","98.75","885","824","SMALL","0","1995-03-24",""
"1995-015JV","DMSP 5D-2 F13 DEB","42327","US","101.50","98.77","836","823","SMALL","0","1995-03-24",""
"1995-015JU","DMSP 5D-2 F13 DEB","42326","US","101.48","98.84","842","815","SMALL","0","1995-03-24",""
"1995-015JT","DMSP 5D-2 F13 DEB","42325","US","101.73","98.83","848","833","SMALL","0","1995-03-24",""
"1995-015JS","DMSP 5D-2 F13 DEB","42324","US","101.29","98.79","831","808","SMALL","0","1995-03-24",""
"1995-015JR","DMSP 5D-2 F13 DEB","42323","US","101.77","98.78","845","840","SMALL","0","1995-03-24",""
"1995-015JQ","DMSP 5D-2 F13 DEB","42322","US","101.66","98.73","870","804","SMALL","0","1995-03-24",""
"1995-015JP","DMSP 5D-2 F13 DEB","42321","US","100.71","98.73","825","759","SMALL","0","1995-03-24",""
"1995-015JN","DMSP 5D-2 F13 DEB","42320","US","101.37","98.77","836","811","SMALL","0","1995-03-24",""
"1995-015JM","DMSP 5D-2 F13 DEB","42319","US","102.15","98.84","887","834","SMALL","0","1995-03-24",""
"1995-015JL","DMSP 5D-2 F13 DEB","42318","US","105.44","98.72","1193","837","SMALL","0","1995-03-24",""
"1995-015JK","DMSP 5D-2 F13 DEB","42317","US","100.98","98.80","829","780","SMALL","0","1995-03-24",""
"1995-015JJ","DMSP 5D-2 F13 DEB","42316","US","100.36","98.73","819","732","SMALL","0","1995-03-24",""
"1995-015JH","DMSP 5D-2 F13 DEB","42315","US","101.10","98.79","836","785","SMALL","0","1995-03-24",""
"1995-015JG","DMSP 5D-2 F13 DEB","42314","US","97.26","98.75","711","545","SMALL","0","1995-03-24",""
"1995-015JF","DMSP 5D-2 F13 DEB","42313","US","102.33","98.76","914","824","SMALL","0","1995-03-24",""
"1995-015JE","DMSP 5D-2 F13 DEB","42312","US","97.85","98.74","728","583","SMALL","0","1995-03-24",""
"1995-015JD","DMSP 5D-2 F13 DEB","42311","US","94.78","98.68","539","477","SMALL","0","1995-03-24",""
"1995-015JC","DMSP 5D-2 F13 DEB","42310","US","100.78","98.74","826","766","SMALL","0","1995-03-24",""
"1995-015JB","DMSP 5D-2 F13 DEB","42309","US","100.94","98.69","834","772","SMALL","0","1995-03-24",""
"1995-015JA","DMSP 5D-2 F13 DEB","42308","US","102.04","98.77","880","830","SMALL","0","1995-03-24",""
"1995-015HZ","DMSP 5D-2 F13 DEB","42307","US","97.07","98.74","685","551","SMALL","0","1995-03-24",""
"1995-015HY","DMSP 5D-2 F13 DEB","42306","US","101.17","98.76","839","789","SMALL","0","1995-03-24",""
